url,slug,page_type,service,main_location,primary_keyword_intent,parent_hub,gsc_clicks_20260902_17,gsc_impressions_20260902_17,gsc_avg_position_20260902_17,gsc_hosts_seen,protection_status,slug_action,current_primary_image,status,notes,top_queries,cannibalisation_flags,opportunity_action
https://asbestosremovalsinlondon.co.uk/asbestos-removal-lewisham.html,asbestos-removal-lewisham.html,sub-area/location,asbestos removal,Lewisham,asbestos removal lewisham,/locations.html,0,15,29.13,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos waste disposal in lewisham [13 imp, pos 31.5]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-barnes.html,asbestos-removal-barnes.html,sub-area/location,asbestos removal,Barnes,asbestos removal barnes,/locations.html,0,15,12,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal in barnes [5 imp, pos 9.6] | asbestos removal in richmond [1 imp, pos 3.0] | asbestos removal services teddington [1 imp, pos 4.0] | free insulation barnes [1 imp, pos 9.0] | asbestos surveys in teddington [1 imp, pos 13.0]","asbestos removal in richmond <> asbestos-removal-richmond-upon-thames-london.html (14 imp,pos 36.3) | asbestos removal services teddington <> asbestos-removal-teddington.html (38 imp,pos 12.1); asbestos-artex-removal-twickenham.html (29 imp,pos 59.3) | asbestos ceiling removals in richmond <> asbestos-removal-richmond-upon-thames-london.html (16 imp,pos 30.2)",Quick win: V3 buyer/local/content improvement + internal links; keep URL
https://asbestosremovalsinlondon.co.uk/asbestos-removal-battersea.html,asbestos-removal-battersea.html,sub-area/location,asbestos removal,Battersea,asbestos removal battersea,/locations.html,0,15,40.6,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos garage removals in wandsworth [6 imp, pos 79.8] | asbestos surveys wandsworth [3 imp, pos 5.7] | commercial asbestos removal in battersea [2 imp, pos 8.0] | removal battersea [2 imp, pos 12.0] | asbestos sampling in wandsworth [1 imp, pos 7.0]","asbestos garage removals in wandsworth <> asbestos-removal-wandsworth.html (14 imp,pos 14.1); asbestos-removal-wandsworth-london.html (14 imp,pos 34.7) | asbestos ceiling removals in wandsworth <> asbestos-removal-wandsworth.html (19 imp,pos 11.2); asbestos-removal-wandsworth-london.html (17 imp,pos 28.6)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-becontree.html,asbestos-removal-becontree.html,sub-area/location,asbestos removal,Becontree,asbestos removal becontree,/locations.html,0,14,47.86,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal service barking [1 imp, pos 10.0] | asbestos survey company dagenham [1 imp, pos 57.0]","asbestos removal service barking <> asbestos-removal-barking.html (14 imp,pos 21.1)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-wembley.html,asbestos-removal-wembley.html,sub-area/location,asbestos removal,Wembley,asbestos removal wembley,/locations.html,0,14,16.21,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal in wembley [8 imp, pos 13.1] | asbestos removal quote [2 imp, pos 5.5] | asbestos floor tiles removal london [1 imp, pos 22.0] | commercial asbestos removal in london [1 imp, pos 30.0]","asbestos removal quote <> index.html (148 imp,pos 24.1) | asbestos floor tiles removal london <> index.html (53 imp,pos 22.5); asbestos-floor-removal-london.html (39 imp,pos 36.2) | commercial asbestos removal in london <> index.html (36 imp,pos 6.0); asbestos-removal-services.html (13 imp,pos 73.4)",Quick win: V3 buyer/local/content improvement + internal links; keep URL
https://asbestosremovalsinlondon.co.uk/asbestos-removal-beckenham.html,asbestos-removal-beckenham.html,sub-area/location,asbestos removal,Beckenham,asbestos removal beckenham,/locations.html,0,14,26.93,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removal london [1 imp, pos 6.0] | asbestos waste disposal in beckenham [1 imp, pos 38.0] | asbestos removal beckenham [1 imp, pos 48.0]","asbestos floor tiles removal london <> index.html (53 imp,pos 22.5); asbestos-floor-removal-london.html (39 imp,pos 36.2)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-hammersmith-and-fulham-london.html,asbestos-removal-hammersmith-and-fulham-london.html,borough/region,asbestos removal,Hammersmith And Fulham,asbestos removal hammersmith and fulham,/locations.html,0,12,17.17,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"removals hammersmith [6 imp, pos 21.2] | asbestos removal hammersmith [2 imp, pos 17.0] | hammersmith commercial removals [1 imp, pos 15.0]",,Quick win: V3 buyer/local/content improvement + internal links; keep URL
https://asbestosremovalsinlondon.co.uk/asbestos-removal-waltham-forest-london.html,asbestos-removal-waltham-forest-london.html,borough/region,asbestos removal,Waltham Forest,asbestos removal waltham forest,/locations.html,0,12,21.5,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal service walthamstow [4 imp, pos 38.5]","asbestos removal service walthamstow <> index.html (29 imp,pos 19.1)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-wallington.html,asbestos-removal-wallington.html,sub-area/location,asbestos removal,Wallington,asbestos removal wallington,/locations.html,0,12,23,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal services sutton [4 imp, pos 13.3] | licensed asbestos removal in sutton [1 imp, pos 5.0] | asbestos ceiling removals in sutton [1 imp, pos 94.0]","asbestos removal services sutton <> asbestos-removal-sutton-london.html (46 imp,pos 30.7); asbestos-removal-sutton.html (25 imp,pos 52.7) | licensed asbestos removal in sutton <> asbestos-removal-sutton-london.html (13 imp,pos 28.2) | asbestos ceiling removals in sutton <> asbestos-removal-twickenham.html (10 imp,pos 26.0)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-walthamstow.html,asbestos-removal-walthamstow.html,sub-area/location,asbestos removal,Walthamstow,asbestos removal walthamstow,/locations.html,0,12,36.5,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal service walthamstow [8 imp, pos 17.6]","asbestos removal service walthamstow <> index.html (29 imp,pos 19.1)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-lambeth-london.html,asbestos-removal-lambeth-london.html,borough/region,asbestos removal,Lambeth,asbestos removal lambeth,/locations.html,0,11,40.18,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos waste disposal in clapham [2 imp, pos 20.0] | local asbestos removal kingston upon thames [2 imp, pos 44.5] | asbestos garage removals in chelsea [1 imp, pos 8.0] | artex removal specialists kingston upon thames [1 imp, pos 12.0] | asbestos garage removals in kingston upon thames [1 imp, pos 77.0]","local asbestos removal kingston upon thames <> asbestos-removal-kingston.html (29 imp,pos 46.9); asbestos-removal-kingston-upon-thames-london.html (26 imp,pos 19.1) | asbestos garage removals in chelsea <> index.html (19 imp,pos 41.2); asbestos-garage-removal-in-london.html (12 imp,pos 48.3) | artex removal specialists kingston upon thames <> asbestos-removal-kingston.html (43 imp,pos 18.3); asbestos-removal-kingston-upon-thames-london.html (27 imp,pos 42.6) | asbestos garage removals in kingston upon thames <> asbestos-removal-kingston.html (26 imp,pos 32.4); asbestos-removal-kingston-upon-thames-london.html (15 imp,pos 22.0)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-havering-london.html,asbestos-removal-havering-london.html,borough/region,asbestos removal,Havering,asbestos removal havering,/locations.html,0,10,32.2,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos skips romford [3 imp, pos 26.0] | removal companies havering [1 imp, pos 8.0] | asbestos skips hornchurch [1 imp, pos 38.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-colliers-wood.html,asbestos-removal-colliers-wood.html,sub-area/location,asbestos removal,Colliers Wood,asbestos removal colliers wood,/locations.html,0,10,28.6,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"removal popcorn ceiling wimbledon park [5 imp, pos 39.8] | asbestos roofs removal wimbledon [3 imp, pos 3.0] | scraping popcorn ceilings wimbledon park [1 imp, pos 29.0] | scraping popcorn ceiling wimbledon park [1 imp, pos 49.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-woodford.html,asbestos-removal-woodford.html,sub-area/location,asbestos removal,Woodford,asbestos removal woodford,/locations.html,0,9,39.67,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal service ilford [2 imp, pos 77.0] | asbestos survey company ilford [1 imp, pos 73.0] | building services woodford [1 imp, pos 74.0]","asbestos removal service ilford <> asbestos-removal-ilford.html (15 imp,pos 16.2)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-brentford.html,asbestos-removal-brentford.html,sub-area/location,asbestos removal,Brentford,asbestos removal brentford,/locations.html,0,8,28.63,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal brentford [4 imp, pos 8.5] | asbestos floor tiles removals in chiswick [1 imp, pos 97.0]","asbestos floor tiles removals in chiswick <> asbestos-removal-chiswick.html (17 imp,pos 4.8); asbestos-floor-removal-london.html (11 imp,pos 29.9)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-stratford.html,asbestos-removal-stratford.html,sub-area/location,asbestos removal,Stratford,asbestos removal stratford,/locations.html,0,8,18.13,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal stratford [2 imp, pos 16.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-redbridge-london.html,asbestos-removal-redbridge-london.html,borough/region,asbestos removal,Redbridge,asbestos removal redbridge,/locations.html,0,7,32.29,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"artex removal richmond [2 imp, pos 89.5] | asbestos skips ilford [1 imp, pos 7.0]","artex removal richmond <> index.html (31 imp,pos 2.1); asbestos-artex-removal-twickenham.html (24 imp,pos 26.7) | asbestos skips ilford <> asbestos-removal-ilford.html (13 imp,pos 23.4)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-southgate.html,asbestos-removal-southgate.html,sub-area/location,asbestos removal,Southgate,asbestos removal southgate,/locations.html,0,7,13.14,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"removal company southgate [4 imp, pos 14.5] | removals southgate [2 imp, pos 14.0] | asbestos removal enfield [1 imp, pos 6.0]","asbestos removal enfield <> asbestos-removal-enfield-london.html (41 imp,pos 20.7)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-ruislip.html,asbestos-removal-ruislip.html,sub-area/location,asbestos removal,Ruislip,asbestos removal ruislip,/locations.html,0,7,11,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos-collectionuxbridge [1 imp, pos 6.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-bethnal-green.html,asbestos-removal-bethnal-green.html,sub-area/location,asbestos removal,Bethnal Green,asbestos removal bethnal green,/locations.html,0,7,24.86,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"bethnal green removals [4 imp, pos 14.5]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-haringey-london.html,asbestos-removal-haringey-london.html,borough/region,asbestos removal,Haringey,asbestos removal haringey,/locations.html,0,6,13,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-floor-tile-removal-uxbridge.html,asbestos-floor-tile-removal-uxbridge.html,service/support,asbestos floor tile removal uxbridge,,asbestos floor tile removal uxbridge,/asbestos-removal-services.html,0,6,55.17,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in kensington [1 imp, pos 37.0] | asbestos floor tile removal in weybridge [1 imp, pos 43.0] | asbestos floor tiles removals in chelsea [1 imp, pos 44.0] | asbestos floor tiles removal london [1 imp, pos 65.0] | asbestos floor tiles removal kingston upon thames [1 imp, pos 71.0]","asbestos floor tiles removals in kensington <> asbestos-floor-removal-london.html (21 imp,pos 23.2); asbestos-removal-services.html (21 imp,pos 56.2) | asbestos floor tiles removals in chelsea <> index.html (19 imp,pos 30.5) | asbestos floor tiles removal london <> index.html (53 imp,pos 22.5); asbestos-floor-removal-london.html (39 imp,pos 36.2) | asbestos floor tiles removal kingston upon thames <> asbestos-floor-removal-london.html (41 imp,pos 16.2); asbestos-removal-kingston.html (36 imp,pos 59.5)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-newham-london.html,asbestos-removal-newham-london.html,borough/region,asbestos removal,Newham,asbestos removal newham,/locations.html,0,5,31.8,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"artex removal richmond [2 imp, pos 66.0]","artex removal richmond <> index.html (31 imp,pos 2.1); asbestos-artex-removal-twickenham.html (24 imp,pos 26.7)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-tower-hamlets-london.html,asbestos-removal-tower-hamlets-london.html,borough/region,asbestos removal,Tower Hamlets,asbestos removal tower hamlets,/locations.html,0,5,29.8,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removal london [1 imp, pos 9.0] | artex removal richmond [1 imp, pos 25.0] | asbestos floor tiles removals in sutton [1 imp, pos 92.0]","asbestos floor tiles removal london <> index.html (53 imp,pos 22.5); asbestos-floor-removal-london.html (39 imp,pos 36.2) | artex removal richmond <> index.html (31 imp,pos 2.1); asbestos-artex-removal-twickenham.html (24 imp,pos 26.7) | asbestos floor tiles removals in sutton <> asbestos-removal-sutton-london.html (13 imp,pos 57.2); asbestos-floor-removal-london.html (11 imp,pos 16.1)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-bexleyheath.html,asbestos-removal-bexleyheath.html,sub-area/location,asbestos removal,Bexleyheath,asbestos removal bexleyheath,/locations.html,0,5,53.8,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos surveying bexley [1 imp, pos 13.0] | soffits bexleyheath [1 imp, pos 67.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-welling.html,asbestos-removal-welling.html,sub-area/location,asbestos removal,Welling,asbestos removal welling,/locations.html,0,5,20.8,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"removals welling [3 imp, pos 16.0] | commercial asbestos removal in london [1 imp, pos 27.0]","commercial asbestos removal in london <> index.html (36 imp,pos 6.0); asbestos-removal-services.html (13 imp,pos 73.4)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-dalston.html,asbestos-removal-dalston.html,sub-area/location,asbestos removal,Dalston,asbestos removal dalston,/locations.html,0,5,21,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"removal companies dalston [1 imp, pos 11.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-stoke-newington.html,asbestos-removal-stoke-newington.html,sub-area/location,asbestos removal,Stoke Newington,asbestos removal stoke newington,/locations.html,0,5,42,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"removals stoke newington [3 imp, pos 15.7]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-sydenham.html,asbestos-removal-sydenham.html,sub-area/location,asbestos removal,Sydenham,asbestos removal sydenham,/locations.html,0,5,37.6,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal sydenham [5 imp, pos 37.6]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-east-ham.html,asbestos-removal-east-ham.html,sub-area/location,asbestos removal,East Ham,asbestos removal east ham,/locations.html,0,5,35.6,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal east london [2 imp, pos 51.0] | removal companies east ham [1 imp, pos 13.0]","asbestos removal east london <> index.html (89 imp,pos 9.9); asbestos-removal-east-london.html (48 imp,pos 38.1)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-southwark.html,asbestos-removal-southwark.html,sub-area/location,asbestos removal,Southwark,asbestos removal southwark,/locations.html,0,5,8.6,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-chingford.html,asbestos-removal-chingford.html,sub-area/location,asbestos removal,Chingford,asbestos removal chingford,/locations.html,0,5,9.4,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal service walthamstow [1 imp, pos 3.0]","asbestos removal service walthamstow <> index.html (29 imp,pos 19.1)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-chadwell-heath.html,asbestos-removal-chadwell-heath.html,sub-area/location,asbestos removal,Chadwell Heath,asbestos removal chadwell heath,/locations.html,0,4,9.5,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"chadwell heath removals [1 imp, pos 19.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-sidcup.html,asbestos-removal-sidcup.html,sub-area/location,asbestos removal,Sidcup,asbestos removal sidcup,/locations.html,0,4,24.75,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-bromley.html,asbestos-removal-bromley.html,sub-area/location,asbestos removal,Bromley,asbestos removal bromley,/locations.html,0,4,78.25,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-kentish-town.html,asbestos-removal-kentish-town.html,sub-area/location,asbestos removal,Kentish Town,asbestos removal kentish town,/locations.html,0,4,8.5,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos survey in kentish town [3 imp, pos 9.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-southall.html,asbestos-removal-southall.html,sub-area/location,asbestos removal,Southall,asbestos removal southall,/locations.html,0,4,47.75,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-poplar.html,asbestos-removal-poplar.html,sub-area/location,asbestos removal,Poplar,asbestos removal poplar,/locations.html,0,4,10.5,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"removals company poplar [1 imp, pos 3.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-soho.html,asbestos-removal-soho.html,sub-area/location,asbestos removal,Soho,asbestos removal soho,/locations.html,0,4,8.5,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos roof removal london [3 imp, pos 10.3]","asbestos roof removal london <> index.html (69 imp,pos 16.8); asbestos-garage-roof-removal-in-london.html (51 imp,pos 47.8)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-brent-london.html,asbestos-removal-brent-london.html,borough/region,asbestos removal,Brent,asbestos removal brent,/locations.html,0,3,9.33,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in croydon [1 imp, pos 8.0]","asbestos floor tiles removals in croydon <> asbestos-removal-croydon-london.html (30 imp,pos 31.7)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-greenford.html,asbestos-removal-greenford.html,sub-area/location,asbestos removal,Greenford,asbestos removal greenford,/locations.html,0,3,9,www.asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-eltham.html,asbestos-removal-eltham.html,sub-area/location,asbestos removal,Eltham,asbestos removal eltham,/locations.html,0,3,8,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal eltham [1 imp, pos 7.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-wood-green.html,asbestos-removal-wood-green.html,sub-area/location,asbestos removal,Wood Green,asbestos removal wood green,/locations.html,0,3,15,www.asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-hayes.html,asbestos-removal-hayes.html,sub-area/location,asbestos removal,Hayes,asbestos removal hayes,/locations.html,0,3,6.33,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-brixton.html,asbestos-removal-brixton.html,sub-area/location,asbestos removal,Brixton,asbestos removal brixton,/locations.html,0,3,21,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-catford.html,asbestos-removal-catford.html,sub-area/location,asbestos removal,Catford,asbestos removal catford,/locations.html,0,3,58.67,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-wimbledon.html,asbestos-removal-wimbledon.html,sub-area/location,asbestos removal,Wimbledon,asbestos removal wimbledon,/locations.html,0,3,11,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"artex removal wimbledon [3 imp, pos 11.0]","artex removal wimbledon <> asbestos-artex-removal-twickenham.html (15 imp,pos 14.3)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-barkingside.html,asbestos-removal-barkingside.html,sub-area/location,asbestos removal,Barkingside,asbestos removal barkingside,/locations.html,0,3,55.67,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removalist [2 imp, pos 83.0] | asbestos removal service ilford [1 imp, pos 1.0]","asbestos removalist <> index.html (115 imp,pos 8.6); asbestos-removal-services.html (36 imp,pos 75.1) | asbestos removal service ilford <> asbestos-removal-ilford.html (15 imp,pos 16.2)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-canary-wharf.html,asbestos-removal-canary-wharf.html,sub-area/location,asbestos removal,Canary Wharf,asbestos removal canary wharf,/locations.html,0,3,10.33,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-leyton.html,asbestos-removal-leyton.html,sub-area/location,asbestos removal,Leyton,asbestos removal leyton,/locations.html,0,3,40.67,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"measured building surveyors leyton [1 imp, pos 59.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-aib-removal-battersea.html,asbestos-aib-removal-battersea.html,service/support,asbestos aib removal battersea,,asbestos aib removal battersea,/asbestos-removal-services.html,0,3,47.67,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"aib [1 imp, pos 12.0] | commercial asbestos removal in battersea [1 imp, pos 24.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-west-london.html,asbestos-removal-west-london.html,borough/region,asbestos removal,West,asbestos removal west,/locations.html,0,2,7.5,www.asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-greenwich-london.html,asbestos-removal-greenwich-london.html,borough/region,asbestos removal,Greenwich,asbestos removal greenwich,/locations.html,0,2,60.5,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"local asbestos removal [2 imp, pos 60.5]","local asbestos removal <> index.html (44 imp,pos 27.0)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-hackney-london.html,asbestos-removal-hackney-london.html,borough/region,asbestos removal,Hackney,asbestos removal hackney,/locations.html,0,2,25.5,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,,,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-harrow-london.html,asbestos-removal-harrow-london.html,borough/region,asbestos removal,Harrow,asbestos removal harrow,/locations.html,0,2,20,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"commercial asbestos removal in london [1 imp, pos 13.0] | pipe clearance harrow [1 imp, pos 27.0]","commercial asbestos removal in london <> index.html (36 imp,pos 6.0); asbestos-removal-services.html (13 imp,pos 73.4)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
